Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,1,0,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,2,0,1,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,61,54,53,50,...,...,...,...,...,...,...,...,218
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,9,9,12,...,...,...,...,...,...,...,...,42
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,1,5,7,...,...,...,...,...,...,...,...,15
ESTUPRO,0,0,0,1,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,2,1,5,6,...,...,...,...,...,...,...,...,14
TOTAL DE ROUBO - OUTROS (1),135,115,154,127,...,...,...,...,...,...,...,...,531
ROUBO - OUTROS,135,112,154,125,...,...,...,...,...,...,...,...,526
ROUBO DE VEÍCULO,11,16,24,17,...,...,...,...,...,...,...,...,68
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,3,0,2,...,...,...,...,...,...,...,...,5
FURTO - OUTROS,212,181,244,223,...,...,...,...,...,...,...,...,860
FURTO DE VEÍCULO,48,37,36,47,...,...,...,...,...,...,...,...,168
