Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,2,0,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,1,0,...,...,...,...,...,...,...,...,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,11,8,17,14,...,...,...,...,...,...,...,...,50
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,14,15,11,...,...,...,...,...,...,...,...,46
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,1,1,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,1,0,0,...,...,...,...,...,...,...,...,1
ESTUPRO,0,0,0,0,...,...,...,...,...,...,...,...,0
ESTUPRO DE VULNERÁVEL,0,1,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ROUBO - OUTROS (1),122,95,130,97,...,...,...,...,...,...,...,...,444
ROUBO - OUTROS,120,92,124,96,...,...,...,...,...,...,...,...,432
ROUBO DE VEÍCULO,20,14,35,27,...,...,...,...,...,...,...,...,96
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,3,6,1,...,...,...,...,...,...,...,...,12
FURTO - OUTROS,190,159,147,184,...,...,...,...,...,...,...,...,680
FURTO DE VEÍCULO,63,51,54,58,...,...,...,...,...,...,...,...,226
