Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,8,16,30,20,...,...,...,...,...,...,...,...,74
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,8,7,7,...,...,...,...,...,...,...,...,31
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,1,0,...,...,...,...,...,...,...,...,3
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,1,0,0,...,...,...,...,...,...,...,...,3
ESTUPRO,1,1,0,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,1,0,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ROUBO - OUTROS (1),235,238,208,141,...,...,...,...,...,...,...,...,822
ROUBO - OUTROS,235,238,206,141,...,...,...,...,...,...,...,...,820
ROUBO DE VEÍCULO,3,1,4,0,...,...,...,...,...,...,...,...,8
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,2,0,...,...,...,...,...,...,...,...,2
FURTO - OUTROS,937,629,815,653,...,...,...,...,...,...,...,...,3.034
FURTO DE VEÍCULO,34,26,41,34,...,...,...,...,...,...,...,...,135
