Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,1,0,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,3,0,1,0,...,...,...,...,...,...,...,...,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,23,21,32,31,...,...,...,...,...,...,...,...,107
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,9,19,10,...,...,...,...,...,...,...,...,49
LESÃO CORPORAL CULPOSA - OUTRAS,4,0,1,2,...,...,...,...,...,...,...,...,7
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,0,6,1,...,...,...,...,...,...,...,...,8
ESTUPRO,0,0,3,1,...,...,...,...,...,...,...,...,4
ESTUPRO DE VULNERÁVEL,1,0,3,0,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),155,157,181,145,...,...,...,...,...,...,...,...,638
ROUBO - OUTROS,154,156,178,145,...,...,...,...,...,...,...,...,633
ROUBO DE VEÍCULO,23,33,25,21,...,...,...,...,...,...,...,...,102
ROUBO A BANCO,0,0,1,0,...,...,...,...,...,...,...,...,1
ROUBO DE CARGA,1,1,2,0,...,...,...,...,...,...,...,...,4
FURTO - OUTROS,273,293,325,266,...,...,...,...,...,...,...,...,1.157
FURTO DE VEÍCULO,78,62,86,63,...,...,...,...,...,...,...,...,289
