Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,0,20,26,17,...,...,...,...,...,...,...,...,63
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,5,12,3,...,...,...,...,...,...,...,...,20
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),3,3,3,1,...,...,...,...,...,...,...,...,10
ESTUPRO,3,1,1,0,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,0,2,2,1,...,...,...,...,...,...,...,...,5
TOTAL DE ROUBO - OUTROS (1),76,77,77,61,...,...,...,...,...,...,...,...,291
ROUBO - OUTROS,76,76,75,61,...,...,...,...,...,...,...,...,288
ROUBO DE VEÍCULO,10,9,14,8,...,...,...,...,...,...,...,...,41
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,1,2,0,...,...,...,...,...,...,...,...,3
FURTO - OUTROS,80,70,95,83,...,...,...,...,...,...,...,...,328
FURTO DE VEÍCULO,52,46,88,73,...,...,...,...,...,...,...,...,259
