Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,1,0,...,...,...,...,...,...,...,...,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,2,1,0,...,...,...,...,...,...,...,...,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,17,19,14,21,...,...,...,...,...,...,...,...,71
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,10,19,16,...,...,...,...,...,...,...,...,54
LESÃO CORPORAL CULPOSA - OUTRAS,1,3,0,0,...,...,...,...,...,...,...,...,4
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),1,1,3,1,...,...,...,...,...,...,...,...,6
ESTUPRO,0,0,2,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,1,1,1,1,...,...,...,...,...,...,...,...,4
TOTAL DE ROUBO - OUTROS (1),95,94,121,111,...,...,...,...,...,...,...,...,421
ROUBO - OUTROS,94,93,116,110,...,...,...,...,...,...,...,...,413
ROUBO DE VEÍCULO,29,16,26,19,...,...,...,...,...,...,...,...,90
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,1,5,1,...,...,...,...,...,...,...,...,8
FURTO - OUTROS,208,196,249,237,...,...,...,...,...,...,...,...,890
FURTO DE VEÍCULO,85,74,94,84,...,...,...,...,...,...,...,...,337
