Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,...,...,...,...,...,...,...,...,1
HOMICÍDIO CULPOSO OUTROS,0,1,0,0,...,...,...,...,...,...,...,...,1
TENTATIVA DE HOMICÍDIO,0,1,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,10,27,32,34,...,...,...,...,...,...,...,...,103
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,5,15,7,...,...,...,...,...,...,...,...,30
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),5,1,3,4,...,...,...,...,...,...,...,...,13
ESTUPRO,3,0,0,3,...,...,...,...,...,...,...,...,6
ESTUPRO DE VULNERÁVEL,2,1,3,1,...,...,...,...,...,...,...,...,7
TOTAL DE ROUBO - OUTROS (1),79,68,94,65,...,...,...,...,...,...,...,...,306
ROUBO - OUTROS,77,66,88,64,...,...,...,...,...,...,...,...,295
ROUBO DE VEÍCULO,17,15,24,14,...,...,...,...,...,...,...,...,70
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,2,2,6,1,...,...,...,...,...,...,...,...,11
FURTO - OUTROS,94,99,118,110,...,...,...,...,...,...,...,...,421
FURTO DE VEÍCULO,31,27,35,29,...,...,...,...,...,...,...,...,122
