Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,1,4,1,...,...,...,...,...,...,...,...,7
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,4,1,...,...,...,...,...,...,...,...,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,2,0,...,...,...,...,...,...,...,...,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,29,30,27,29,...,...,...,...,...,...,...,...,115
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,14,18,17,...,...,...,...,...,...,...,...,60
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,...,...,...,...,...,...,...,...,1
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,4,4,4,...,...,...,...,...,...,...,...,14
ESTUPRO,2,1,3,1,...,...,...,...,...,...,...,...,7
ESTUPRO DE VULNERÁVEL,0,3,1,3,...,...,...,...,...,...,...,...,7
TOTAL DE ROUBO - OUTROS (1),497,459,650,387,...,...,...,...,...,...,...,...,1.993
ROUBO - OUTROS,497,458,647,385,...,...,...,...,...,...,...,...,1.987
ROUBO DE VEÍCULO,2,0,2,2,...,...,...,...,...,...,...,...,6
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,1,3,2,...,...,...,...,...,...,...,...,6
FURTO - OUTROS,1.119,848,1.237,1.039,...,...,...,...,...,...,...,...,4.243
FURTO DE VEÍCULO,15,14,15,15,...,...,...,...,...,...,...,...,59
