Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,...,...,...,...,...,...,...,...,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,23,26,27,22,...,...,...,...,...,...,...,...,98
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,26,31,25,...,...,...,...,...,...,...,...,97
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,2,1,...,...,...,...,...,...,...,...,5
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),0,5,3,4,...,...,...,...,...,...,...,...,12
ESTUPRO,0,2,1,2,...,...,...,...,...,...,...,...,5
ESTUPRO DE VULNERÁVEL,0,3,2,2,...,...,...,...,...,...,...,...,7
TOTAL DE ROUBO - OUTROS (1),228,167,216,187,...,...,...,...,...,...,...,...,798
ROUBO - OUTROS,225,163,216,182,...,...,...,...,...,...,...,...,786
ROUBO DE VEÍCULO,17,27,28,25,...,...,...,...,...,...,...,...,97
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,3,4,0,5,...,...,...,...,...,...,...,...,12
FURTO - OUTROS,411,443,498,502,...,...,...,...,...,...,...,...,1.854
FURTO DE VEÍCULO,59,52,68,59,...,...,...,...,...,...,...,...,238
