Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,...,...,...,...,...,...,...,...,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,2,1,1,0,...,...,...,...,...,...,...,...,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,13,23,19,15,...,...,...,...,...,...,...,...,70
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,13,5,2,...,...,...,...,...,...,...,...,28
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,1,0,0,0,...,...,...,...,...,...,...,...,1
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,...,...,...,...,...,...,...,...,1
TOTAL DE ESTUPRO (4),0,0,1,2,...,...,...,...,...,...,...,...,3
ESTUPRO,0,0,0,1,...,...,...,...,...,...,...,...,1
ESTUPRO DE VULNERÁVEL,0,0,1,1,...,...,...,...,...,...,...,...,2
TOTAL DE ROUBO - OUTROS (1),50,46,47,50,...,...,...,...,...,...,...,...,193
ROUBO - OUTROS,49,44,47,50,...,...,...,...,...,...,...,...,190
ROUBO DE VEÍCULO,11,8,16,8,...,...,...,...,...,...,...,...,43
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,1,2,0,0,...,...,...,...,...,...,...,...,3
FURTO - OUTROS,79,68,87,88,...,...,...,...,...,...,...,...,322
FURTO DE VEÍCULO,18,18,19,25,...,...,...,...,...,...,...,...,80
