Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,...,...,...,...,...,...,...,...,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,...,...,...,...,...,...,...,...,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,...,...,...,...,...,...,...,...,0
LESÃO CORPORAL DOLOSA,9,11,20,9,...,...,...,...,...,...,...,...,49
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0,3,5,5,...,...,...,...,...,...,...,...,13
LESÃO CORPORAL CULPOSA - OUTRAS,2,0,0,0,...,...,...,...,...,...,...,...,2
LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,...,...,...,...,...,...,...,...,0
TOTAL DE ESTUPRO (4),2,3,0,0,...,...,...,...,...,...,...,...,5
ESTUPRO,0,2,0,0,...,...,...,...,...,...,...,...,2
ESTUPRO DE VULNERÁVEL,2,1,0,0,...,...,...,...,...,...,...,...,3
TOTAL DE ROUBO - OUTROS (1),26,20,28,19,...,...,...,...,...,...,...,...,93
ROUBO - OUTROS,26,20,28,19,...,...,...,...,...,...,...,...,93
ROUBO DE VEÍCULO,0,4,4,8,...,...,...,...,...,...,...,...,16
ROUBO A BANCO,0,0,0,0,...,...,...,...,...,...,...,...,0
ROUBO DE CARGA,0,0,0,0,...,...,...,...,...,...,...,...,0
FURTO - OUTROS,69,36,54,70,...,...,...,...,...,...,...,...,229
FURTO DE VEÍCULO,49,45,56,45,...,...,...,...,...,...,...,...,195
