,author_id,tweet_id,created_at,text
0,106248719,1528886285384814593,2022-05-23,"saudade é vontade daquilo que já se sabe que gosta 💙 em São Paulo, Brazil https://t.co/buWYTxBXYX"
1,1249983240951267329,1528885080344735745,2022-05-23,Tesão pós treino. https://t.co/dZ5ihew2zU
2,766367243282354176,1528884174035247104,2022-05-23,"🎭 em São Paulo, Brazil https://t.co/FjPPilWGxq"
3,225619547,1528883917209468929,2022-05-23,"Amo esse modelinho de tapete, ele é um ótimo tamanho para banheiro ou beira de cama!

Porque todo mundo precisa de um MIMO 

#tapetebeiradecama 
#tapetecroche 
#crochet em São Paulo, Brazil https://t.co/kOgI4SSO5J"
4,2663965709,1528882300674531328,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/B9Oe7CZCXr"
5,214291275,1528882262951047168,2022-05-23,13-jul-2019. em Onde o Amor faz Morada https://t.co/er39gHOlYW
6,112902248,1528881657532534784,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/gTHuwdDKJu"
7,1498060279841800195,1528880222543745024,2022-05-23,"Dps eu apago rs 👀 #fy #fyp #fypシ em São Paulo, Brazil https://t.co/lOAQtRQcBp"
8,274623585,1528880134522122240,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/nrqsb9ySGk"
9,267235957,1528880042792693761,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/PMcWqsMnRt"
10,1520285952639488000,1528878245063671810,2022-05-23,"Agende sua Sessão 
Whatsapp 11 9 9337-5020 em São Paulo, Brazil https://t.co/kzZLG96qLP"
11,274623585,1528875982693752832,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/UiBwUl62gC"
12,274623585,1528875914175533057,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/UC3tg41prW"
13,93294126,1528875910757089281,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/t3Z4nkWXb6"
14,274623585,1528875847209209856,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/H94l5ydYjp"
15,274623585,1528875780071211009,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/MuSYrijUu6"
16,274623585,1528875713977323520,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/VbEfpapu24"
17,274623585,1528875632431575040,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/S1IE2qVlPA"
18,69439464,1528874927130025985,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/2JaA4DgR8q"
19,133521856,1528873389603147779,2022-05-23,"Just posted a photo @ São Paulo, Brazil https://t.co/RKClzqzQBX"
20,266691770,1528872285775486977,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/lih4JiIlqh"
21,133521856,1528871210867576832,2022-05-23,"Just posted a photo @ São Paulo, Brazil https://t.co/lAVlTzPpJ8"
22,1486058855268294656,1528870651460739072,2022-05-23,Acabou de publicar uma foto em Centro De São Paulo - Capital https://t.co/Fl4LaNa6Xd
23,710491630386679808,1528869942459699200,2022-05-23,"Just posted a photo @ São Paulo, Brazil https://t.co/LgdYjYd3XW"
24,710491630386679808,1528869790697373696,2022-05-23,"Just posted a photo @ São Paulo, Brazil https://t.co/RRRSxO514e"
25,1411282015568240640,1528867959170551814,2022-05-23,Baby é cada coisa que eu faço que você nem sabe 😌. em São Paulo capital https://t.co/bySpufYLTg
26,1327239167894581249,1528867637144326146,2022-05-23,"📣 Nova Oportunidade!

🧑‍💻 Sênior em #ionic e #nativemobile
🏙️ IkMob
🪙 R$ 8.520
📍 São Paulo, SP

Candidate-se agora! https://t.co/kjgCd22NRH

#empregos #jobs #vagas #tecnologia"
27,105939984,1528866908195397635,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/KYzU8kw1gp"
28,316775437,1528863989979136000,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/V1lNgTr899"
29,141333818,1528863155794870272,2022-05-23,"Versace 🥵🌹 #versace @versace @ São Paulo, Brazil https://t.co/tDNrbycRZQ"
30,1274917361489973262,1528862762922811392,2022-05-23,"Para deixar registrado aqui o dia de ontem
Meu primeiro jogo na arena ✅️
Tabu  ✅️
Vai Corinthians ✅️ em Arena Corinthians, São Paulo https://t.co/wvz43qRRuL"
31,3439244954,1528861697045315586,2022-05-23,"Caféééééé ☕ @ São Paulo, Brazil https://t.co/Je4iAPp4bw"
32,895103412043481088,1528861569265770496,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/f8c7bDzYFM"
33,895103412043481088,1528861365724663811,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/fqwIWIuQuf"
34,1522001538637787136,1528859695963832321,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/LA4Du8K8cA"
35,133521856,1528859577596334080,2022-05-23,"Just posted a photo @ São Paulo, Brazil https://t.co/daVPUpD1jc"
36,895103412043481088,1528859128684195841,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/B7B9nKpVSi"
37,895103412043481088,1528858903085195264,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/okmecSIhfI"
38,895103412043481088,1528858622574444550,2022-05-23,"Acabou de publicar uma foto em São Paulo, Brazil https://t.co/KNjVbjZ1aS"
