,author_id,tweet_id,created_at,text
0,104311824,1568746339923800064,2022-09-10,I'm at Kyoto Café &amp; Restaurant in São Paulo https://t.co/02vjwzcE5G
1,86780048,1568739597433335808,2022-09-10,"I'm at Parque da Independência in São Paulo, SP https://t.co/rsaGmR4NG8 https://t.co/s5X1Ng6sml"
2,1230074138,1568729670123753473,2022-09-10,"Eis que: belle belinha atendendo fãs na liberdade.
Ícone acessível 😄 https://t.co/PmoUhKpt5a"
3,1364536122,1568723182927880195,2022-09-10,Foto appena pubblicata @ Concrete Jungles Walking Tours https://t.co/fZJDh0ccLj
4,79285340,1568722008841588736,2022-09-10,Maturidade na liberdade 🙃 em Eat Asia + Hello Kitty https://t.co/tqJ13Tgc2W
5,66571468,1568721375237656576,2022-09-10,I'm at Condomínio Las Villas in São Paulo w/ @tonazevedo @rafael_sucao https://t.co/FkonX7OncB
6,41818187,1568705670245122048,2022-09-10,"Já tem seu look pro #rockinrio2022 ?
.
#atelier #alfaiataria #sobmedida #paetês em Aure Bentes Atelier https://t.co/PEoS1MI7jh"
7,41818187,1568704679432912896,2022-09-10,Paetês… em Aure Bentes Atelier https://t.co/KeRZyHNdPR
8,215776349,1568680765503991810,2022-09-10,"Tudinho 🖤

#dog em Vila Mariana https://t.co/w1TJe67Acd"
9,1545571816760025088,1568663480139399169,2022-09-10,A capivara do #Pantanal tá diferente 😏 Dona @tvglobo chama eu de figurante 😅 Partiu show do @GabrielSater ❤ O Cramulhão do #Pantanar 😈 https://t.co/5W4bi8rmRB
10,1532345902349811717,1568658331748958210,2022-09-10,"🥤🍿 vamos assistir um filme 🐈‍⬛ 

#filmes #metflix 
11992590758 https://t.co/RjTWUEkmnu"
11,78099686,1568658052722597889,2022-09-10,Acabou de publicar uma foto em Sogo Plaza Shopping - https://t.co/po11dNA16X
12,78099686,1568657832102215681,2022-09-10,🤞🙏🙏😍 em Igreja Santa Cruz Das Almas E Dos Enforcados https://t.co/aUM0JewxR7
13,78099686,1568657469538443264,2022-09-10,Acabou de publicar uma foto em Japão - Liberdade https://t.co/ZN1oDYCAkU
14,78099686,1568657163140362240,2022-09-10,Acabou de publicar uma foto em Restaurante Nandemoyá https://t.co/dYcZ5TobRJ
15,78099686,1568656705374007297,2022-09-10,Acabou de publicar uma foto em Japão - Liberdade https://t.co/ttwLQHyigJ
16,1532345902349811717,1568655262281781255,2022-09-10,"Só penso se alguém realmente já assistiu filme por aqui! 🤣😴

Hoje é dia de Metflix 🍿🥤

#netflix #metflix #lush #motel https://t.co/O5CFW7B7H8"
17,305701888,1568644710482251778,2022-09-10,"Aquele momento onde um cara do seu lado no metro,te chama e mostra a foto de uma garota de anime com cabelo laranja e diz que é a sua cara haha.
Obg,moço desconhecido."
18,1545065628129714177,1568639956381499392,2022-09-10,Estação Anhangabaú da Linha 19-Celeste será a mais lotada do ramal - Metrô CPTM https://t.co/zOtaQFHxXf
19,27121799,1568636481656483841,2022-09-10,🤓 em Vila Mariana https://t.co/zKHYlMWHzG
