Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,1,0,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,1,0,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,2,1,0,0,1,0,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,31,22,10,23,19,16,27,28,23,88,24,1,312
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,8,8,10,10,15,7,6,14,34,4,0,123
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,0,0,0,1
LATROCÍNIO,0,1,1,0,0,0,0,0,1,0,0,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,1,0,0,0,0,0,1,0,0,0,3
TOTAL DE ESTUPRO (4),0,1,2,2,1,1,2,2,1,0,2,3,17
ESTUPRO,0,1,0,1,0,1,0,1,0,0,0,1,5
ESTUPRO DE VULNERÁVEL,0,0,2,1,1,0,2,1,1,0,2,2,12
TOTAL DE ROUBO - OUTROS (1),148,106,137,140,131,164,164,161,197,159,179,177,1863
ROUBO - OUTROS,145,106,135,137,130,162,163,159,197,155,175,177,1841
ROUBO DE VEÍCULO,23,17,15,21,17,18,27,25,21,29,27,26,266
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,0,2,3,1,2,1,2,0,4,4,0,22
FURTO - OUTROS,121,107,182,243,199,152,151,139,130,162,162,136,1884
FURTO DE VEÍCULO,8,13,17,14,21,16,18,16,24,32,22,14,215
