Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,2,1,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,2,1,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,2,1,0,2,1,1,0,0,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,1,0,0,1,0,0,0,1,2,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,1,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,13,17,22,39,22,20,29,26,19,32,23,18,280
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,7,6,4,6,13,6,8,6,8,6,12,85
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,1,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,2,3,1,1,1,1,1,0,1,13
ESTUPRO,0,0,0,1,1,1,0,0,0,0,0,1,4
ESTUPRO DE VULNERÁVEL,0,1,1,1,2,0,1,1,1,1,0,0,9
TOTAL DE ROUBO - OUTROS (1),105,71,117,130,105,93,85,93,98,85,93,128,1203
ROUBO - OUTROS,105,71,117,129,104,93,85,93,98,84,93,127,1199
ROUBO DE VEÍCULO,11,10,15,23,14,16,17,11,14,25,27,33,216
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,1,1,0,0,0,0,1,0,1,4
FURTO - OUTROS,80,61,79,87,78,70,70,104,106,83,103,96,1017
FURTO DE VEÍCULO,12,6,9,10,14,6,10,9,12,11,14,17,130
