Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,1,1,0,1,1,3,0,0,1,10
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,1,1,0,1,1,3,0,0,1,10
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,2,1,1,0,0,0,0,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,1,0,0,2,0,1,0,1,0,2,1,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,15,19,36,23,20,29,40,34,43,27,27,36,349
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,8,17,7,6,10,10,7,9,4,0,0,79
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,0,1,1,1,1,2,7
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,3,0,3,0,1,0,0,5,0,0,0,12
ESTUPRO,0,2,0,1,0,1,0,0,1,0,0,0,5
ESTUPRO DE VULNERÁVEL,0,1,0,2,0,0,0,0,4,0,0,0,7
TOTAL DE ROUBO - OUTROS (1),112,88,87,83,123,111,148,116,123,108,121,145,1365
ROUBO - OUTROS,106,88,85,81,120,110,144,114,120,104,120,144,1336
ROUBO DE VEÍCULO,1,2,4,4,2,3,4,3,3,2,7,10,45
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,6,0,2,2,3,1,4,2,3,4,1,1,29
FURTO - OUTROS,307,279,393,358,405,403,443,381,374,404,435,655,4837
FURTO DE VEÍCULO,28,22,55,36,24,32,40,43,39,32,53,34,438
