Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,2,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,1,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,20,8,14,24,21,16,18,13,20,20,21,29,224
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,6,9,10,11,3,5,3,8,11,2,8,86
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,4,0,1,0,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,2,4,2,4,1,2,0,4,2,3,1,27
ESTUPRO,0,2,1,0,2,0,1,0,0,0,1,1,8
ESTUPRO DE VULNERÁVEL,2,0,3,2,2,1,1,0,4,2,2,0,19
TOTAL DE ROUBO - OUTROS (1),71,80,106,91,82,80,73,60,61,76,66,83,929
ROUBO - OUTROS,71,79,106,90,81,80,73,60,61,75,66,82,924
ROUBO DE VEÍCULO,28,19,27,20,26,22,20,12,23,19,24,17,257
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,0,1,1,0,0,0,0,1,0,1,5
FURTO - OUTROS,61,60,77,101,71,81,85,74,66,103,74,98,951
FURTO DE VEÍCULO,87,75,92,63,58,71,53,65,93,85,70,81,893
