Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,1,0,1,0,1,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,2,0,0,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,14,10,28,20,23,24,19,20,30,23,22,27,260
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,10,16,16,22,12,13,18,20,16,20,11,183
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,2,0,0,1,0,2,0,1,0,9
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,0,1,1,3,0,1,0,1,0,9
ESTUPRO,0,0,0,0,0,1,2,0,1,0,0,0,4
ESTUPRO DE VULNERÁVEL,0,1,1,0,1,0,1,0,0,0,1,0,5
TOTAL DE ROUBO - OUTROS (1),94,67,84,81,65,79,85,87,78,112,116,100,1048
ROUBO - OUTROS,91,66,83,79,63,77,83,86,77,111,114,100,1030
ROUBO DE VEÍCULO,9,13,22,18,9,12,6,11,8,19,24,21,172
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,1,1,2,2,2,2,1,1,1,2,0,18
FURTO - OUTROS,177,208,239,216,261,234,212,240,217,292,232,243,2771
FURTO DE VEÍCULO,101,133,193,175,165,128,138,150,177,178,191,112,1841
