Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,1,1,2,0,0,0,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,1,1,2,0,0,0,5
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,1,0,0,1,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,1,0,0,0,1
TENTATIVA DE HOMICÍDIO,0,0,1,1,0,1,1,3,1,0,0,1,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,59,34,73,11,45,20,66,30,30,3,25,34,430
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,9,2,2,8,0,0,14,11,4,9,14,86
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,25,1,2,0,2,1,32
LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,1,2
TOTAL DE ESTUPRO (4),4,2,0,3,2,3,2,1,3,2,1,3,26
ESTUPRO,2,1,0,1,0,1,1,1,1,0,0,0,8
ESTUPRO DE VULNERÁVEL,2,1,0,2,2,2,1,0,2,2,1,3,18
TOTAL DE ROUBO - OUTROS (1),172,165,211,242,151,151,163,181,167,182,169,148,2102
ROUBO - OUTROS,172,161,209,242,149,148,162,180,167,178,167,144,2079
ROUBO DE VEÍCULO,20,21,26,28,39,22,31,44,32,35,30,46,374
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,4,2,0,2,3,1,1,0,4,2,4,23
FURTO - OUTROS,191,184,230,231,240,187,254,253,195,218,208,263,2654
FURTO DE VEÍCULO,22,9,29,15,17,31,26,21,22,18,22,19,251
