Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,2,0,0,0,0,1,1,1,0,0,2,9
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,0,0,0,0,1,1,1,0,0,2,9
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,3,2,1,1,4,2,4,4,4,0,27
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,4,1,1,0,2,3,0,0,2,1,1,16
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,48,56,38,32,65,40,78,24,39,46,41,64,571
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,15,15,7,23,12,16,25,25,14,12,18,194
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),6,3,8,7,5,2,8,10,7,6,10,3,75
ESTUPRO,2,0,2,1,2,1,3,1,3,2,2,0,19
ESTUPRO DE VULNERÁVEL,4,3,6,6,3,1,5,9,4,4,8,3,56
TOTAL DE ROUBO - OUTROS (1),147,125,139,145,174,135,137,167,178,170,164,187,1868
ROUBO - OUTROS,132,115,122,124,157,125,126,159,168,155,152,174,1709
ROUBO DE VEÍCULO,18,19,39,27,29,36,35,33,45,33,47,46,407
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,15,10,17,21,17,10,11,8,10,15,12,13,159
FURTO - OUTROS,152,133,138,170,200,176,165,161,139,127,140,144,1845
FURTO DE VEÍCULO,27,35,42,35,34,29,35,44,32,28,30,29,400
