Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,1,0,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,1,0,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,3,0,2,1,1,0,1,0,0,10
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,0,0,0,0,0,0,1,0,0,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,25,10,10,30,22,22,14,15,23,26,32,30,259
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,9,32,11,27,23,18,22,12,15,7,34,218
LESÃO CORPORAL CULPOSA - OUTRAS,0,14,26,5,2,28,0,1,0,0,0,3,79
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,3,0,2,4,1,3,2,1,1,19
ESTUPRO,0,0,0,1,0,2,2,0,2,1,1,0,9
ESTUPRO DE VULNERÁVEL,0,1,1,2,0,0,2,1,1,1,0,1,10
TOTAL DE ROUBO - OUTROS (1),208,137,179,163,178,160,171,197,173,233,284,274,2357
ROUBO - OUTROS,207,137,179,163,175,158,169,195,172,227,280,272,2334
ROUBO DE VEÍCULO,9,12,19,7,18,17,14,29,22,25,33,45,250
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,0,0,3,2,2,2,1,6,4,2,23
FURTO - OUTROS,289,326,383,343,444,334,312,422,411,400,474,441,4579
FURTO DE VEÍCULO,33,49,51,56,44,48,47,57,69,64,57,51,626
