Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,0,2,0,0,1,0,0,1,2,8
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,0,2,0,0,1,0,0,1,2,8
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,3,0,1,0,1,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,4,0,0,4
TENTATIVA DE HOMICÍDIO,0,1,0,0,1,0,0,0,0,1,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL DOLOSA,30,30,36,43,47,31,29,38,30,93,29,40,476
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,1,14,15,13,13,10,14,12,15,16,14,144
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,0,0,0,0,0,1,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,1,3,3,1,1,2,5,5,2,4,2,31
ESTUPRO,1,0,1,0,0,0,2,3,0,0,1,1,9
ESTUPRO DE VULNERÁVEL,1,1,2,3,1,1,0,2,5,2,3,1,22
TOTAL DE ROUBO - OUTROS (1),238,214,227,242,240,233,274,256,201,243,222,311,2901
ROUBO - OUTROS,234,208,214,218,226,216,245,238,178,224,197,300,2698
ROUBO DE VEÍCULO,11,6,1,10,9,7,13,6,6,8,8,9,94
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,6,13,24,14,17,29,18,23,19,25,11,203
FURTO - OUTROS,534,570,635,668,816,778,669,727,584,724,823,1536,9064
FURTO DE VEÍCULO,21,32,27,20,32,25,27,27,25,36,39,33,344
