Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),3,1,1,4,0,1,2,2,3,2,1,4,24
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,1,1,4,0,1,2,3,3,3,1,4,26
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,2,0,0,1,1,0,1,1,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,3,1,0,5,1,2,1,1,2,5,3,2,26
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,1,0,0,0,0,1,0,0,2
LESÃO CORPORAL DOLOSA,64,51,82,54,70,71,57,45,67,66,66,59,752
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,15,12,10,22,27,8,9,20,16,14,15,185
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,1,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,1,2
TOTAL DE ESTUPRO (4),8,5,9,7,6,6,6,6,7,5,10,4,79
ESTUPRO,4,1,0,2,0,2,3,1,0,1,2,0,16
ESTUPRO DE VULNERÁVEL,4,4,9,5,6,4,3,5,7,4,8,4,63
TOTAL DE ROUBO - OUTROS (1),439,372,437,489,466,504,417,404,405,417,384,478,5212
ROUBO - OUTROS,422,363,428,479,452,499,404,396,391,403,372,463,5072
ROUBO DE VEÍCULO,32,34,44,30,32,37,35,30,35,53,61,45,468
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,17,9,9,10,14,5,13,8,14,14,12,15,140
FURTO - OUTROS,177,182,211,251,205,171,195,204,190,189,188,154,2317
FURTO DE VEÍCULO,33,36,51,33,25,24,30,33,26,20,33,40,384
