Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,0,0,1,1,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,1,1,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,1,0,0,1,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,31,23,19,20,33,31,27,30,25,214,27,18,498
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,6,7,7,7,7,6,10,7,0,15,0,75
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,1,0,1,1,0,0,1,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,1,2,2,2,0,0,0,3,0,0,12
ESTUPRO,0,1,0,1,1,1,0,0,0,1,0,0,5
ESTUPRO DE VULNERÁVEL,0,1,1,1,1,1,0,0,0,2,0,0,7
TOTAL DE ROUBO - OUTROS (1),80,96,133,100,102,88,84,84,114,90,73,124,1168
ROUBO - OUTROS,79,96,131,100,98,88,84,83,114,90,72,124,1159
ROUBO DE VEÍCULO,6,7,13,13,11,11,12,10,12,10,12,7,124
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,2,0,4,0,0,1,0,0,1,0,9
FURTO - OUTROS,211,186,294,258,267,226,250,254,259,222,243,258,2928
FURTO DE VEÍCULO,42,40,53,54,67,68,63,57,60,60,78,45,687
