Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,2,1,0,0,0,0,0,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,1,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,10,5,5,2,3,8,8,8,5,15,10,5,84
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,1,4,5,2,8,5,4,2,2,7,1,44
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,2,1,0,2,1,1,0,0,1,8
LATROCÍNIO,0,0,0,1,1,0,0,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,1,0,0,0,0,0,0,0,2
TOTAL DE ESTUPRO (4),0,0,1,0,0,0,1,1,0,1,0,0,4
ESTUPRO,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTUPRO DE VULNERÁVEL,0,0,0,0,0,0,1,1,0,1,0,0,3
TOTAL DE ROUBO - OUTROS (1),14,9,17,18,14,23,23,19,22,18,24,17,218
ROUBO - OUTROS,13,9,16,17,13,23,22,19,21,17,23,16,209
ROUBO DE VEÍCULO,3,1,6,3,2,6,1,3,2,3,1,2,33
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,1,1,1,0,1,0,1,1,1,1,9
FURTO - OUTROS,53,47,68,90,84,68,78,89,65,109,77,99,927
FURTO DE VEÍCULO,30,25,41,20,33,33,30,32,20,18,35,21,338
