Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,3,0,0,1,0,0,0,0,0,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,3,0,0,1,0,0,0,0,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,2,0,0,0,0,0,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,1,1,1,0,0,0,0,1,0,0,2,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,29,29,37,23,28,32,19,34,36,34,25,38,364
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,7,15,13,6,11,16,8,4,14,10,8,119
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,1,1,0,3,0,1,1,7
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,0,2,3,1,0,5,5,4,1,4,2,28
ESTUPRO,0,0,1,1,0,0,0,2,1,0,1,2,8
ESTUPRO DE VULNERÁVEL,1,0,1,2,1,0,5,3,3,1,3,0,20
TOTAL DE ROUBO - OUTROS (1),91,84,138,142,89,94,75,125,80,105,102,121,1246
ROUBO - OUTROS,90,76,134,141,84,91,67,123,80,100,99,119,1204
ROUBO DE VEÍCULO,8,16,19,9,16,20,22,15,10,12,17,23,187
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,8,4,1,5,3,8,2,0,5,3,2,42
FURTO - OUTROS,155,108,152,143,153,124,126,155,132,134,123,139,1644
FURTO DE VEÍCULO,39,48,39,51,46,46,44,45,52,39,66,31,546
