Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,1,1,1,1,1,0,3,0,1,3,2,15
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,1,1,1,1,0,3,0,1,3,2,15
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,2,0,2,3,0,0,4,3,0,16
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,1,0,0,2,0,0,0,0,1,5
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,67,36,56,40,40,28,43,50,39,50,57,41,547
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,25,10,16,4,14,17,0,16,28,13,22,0,165
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,1,1,1,0,1,0,0,0,0,5
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),7,2,5,6,3,6,6,5,6,3,3,1,53
ESTUPRO,1,0,2,1,0,0,0,0,0,0,0,0,4
ESTUPRO DE VULNERÁVEL,6,2,3,5,3,6,6,5,6,3,3,1,49
TOTAL DE ROUBO - OUTROS (1),115,102,116,96,132,89,106,107,120,153,127,157,1420
ROUBO - OUTROS,108,94,114,91,122,81,96,101,109,143,117,141,1317
ROUBO DE VEÍCULO,18,14,30,20,20,11,28,25,28,41,31,27,293
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,1,0,0,1
ROUBO DE CARGA,7,8,2,5,10,8,10,6,11,9,10,16,102
FURTO - OUTROS,177,150,224,220,214,223,157,192,175,191,177,209,2309
FURTO DE VEÍCULO,28,38,54,33,36,38,34,34,31,30,46,30,432
