Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,2,0,1,0,0,2,1,7
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,2,0,1,0,0,2,1,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,1,0,1,0,1,0,0,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,2,0,0,0,1,1,1,0,0,1,2,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,28,43,42,45,32,36,45,58,44,61,58,50,542
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,3,8,12,7,5,6,11,11,11,10,9,95
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,3,0,0,1,0,0,0,1,2,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,3,4,6,3,3,5,3,2,5,3,5,44
ESTUPRO,0,2,0,0,1,1,1,1,0,1,2,0,9
ESTUPRO DE VULNERÁVEL,2,1,4,6,2,2,4,2,2,4,1,5,35
TOTAL DE ROUBO - OUTROS (1),120,100,130,168,137,117,125,127,140,147,146,127,1584
ROUBO - OUTROS,120,100,128,168,135,115,123,127,139,147,142,127,1571
ROUBO DE VEÍCULO,9,4,18,14,24,8,11,6,12,24,14,28,172
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,2,0,2,2,2,0,1,0,4,0,13
FURTO - OUTROS,198,164,237,238,226,232,208,230,213,300,248,245,2739
FURTO DE VEÍCULO,42,49,48,53,49,47,48,59,55,74,43,46,613
