Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,1,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,1,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,0,0,0,1,0,0,0,1,1,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,12,11,10,15,18,23,15,20,15,15,18,18,190
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,3,4,9,2,19,11,12,35,13,12,24,150
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,8,3,0,2,0,1,0,0,0,0,14
LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,1,0,0,1
TOTAL DE ESTUPRO (4),1,1,0,2,1,1,0,1,0,0,1,0,8
ESTUPRO,0,0,0,1,1,1,0,1,0,0,1,0,5
ESTUPRO DE VULNERÁVEL,1,1,0,1,0,0,0,0,0,0,0,0,3
TOTAL DE ROUBO - OUTROS (1),140,166,237,145,118,76,118,112,125,171,134,134,1676
ROUBO - OUTROS,140,165,237,144,118,76,118,110,125,171,134,133,1671
ROUBO DE VEÍCULO,5,8,4,6,6,9,10,1,6,6,10,14,85
ROUBO A BANCO,0,0,0,0,0,0,0,1,0,0,0,0,1
ROUBO DE CARGA,0,1,0,1,0,0,0,1,0,0,0,1,4
FURTO - OUTROS,257,255,323,300,348,310,289,351,299,385,352,335,3804
FURTO DE VEÍCULO,18,35,25,22,26,26,29,31,29,40,33,41,355
