Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,1,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,46,17,57,17,44,38,26,19,17,15,18,23,337
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,4,15,17,13,8,13,9,13,12,17,15,145
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,2,1,0,1,2,0,0,2,1,12
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),2,1,1,2,0,0,0,0,3,2,1,0,12
ESTUPRO,1,0,0,1,0,0,0,0,2,1,1,0,6
ESTUPRO DE VULNERÁVEL,1,1,1,1,0,0,0,0,1,1,0,0,6
TOTAL DE ROUBO - OUTROS (1),110,132,189,144,151,121,154,155,143,175,189,169,1832
ROUBO - OUTROS,110,132,188,142,149,119,153,154,142,173,188,167,1817
ROUBO DE VEÍCULO,7,12,16,8,11,11,12,10,12,20,14,11,144
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,2,2,2,1,1,1,2,1,2,15
FURTO - OUTROS,194,210,279,271,263,262,195,285,261,316,309,293,3138
FURTO DE VEÍCULO,29,19,31,29,25,26,28,46,39,44,32,27,375
