Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,1,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,1,0,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,19,22,26,20,19,32,9,6,8,13,10,10,194
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,7,3,0,5,0,16,4,7,8,5,9,66
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,4,0,3,0,3,3,1,1,1,1,20
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,1,0,0,0,0,0,1,0,0,4
ESTUPRO,0,0,1,0,0,0,0,0,0,1,0,0,2
ESTUPRO DE VULNERÁVEL,0,1,0,1,0,0,0,0,0,0,0,0,2
TOTAL DE ROUBO - OUTROS (1),92,91,142,101,126,132,118,156,104,111,141,141,1455
ROUBO - OUTROS,92,90,142,101,126,132,118,156,104,111,141,141,1454
ROUBO DE VEÍCULO,4,4,3,6,2,10,4,4,3,5,3,3,51
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,0,0,0,0,0,0,0,0,0,0,1
FURTO - OUTROS,213,210,261,264,313,310,287,366,322,337,497,378,3758
FURTO DE VEÍCULO,25,27,28,25,20,20,33,30,37,34,31,24,334
