Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,1,0,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,0,0,2,0,0,0,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,22,20,71,17,34,13,46,22,22,37,24,33,361
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,7,4,0,3,0,9,3,6,12,8,6,64
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,1,0,0,0,2,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,0,2,1,2,2,1,1,3,4,1,3,22
ESTUPRO,1,0,1,0,0,1,0,0,1,1,0,2,7
ESTUPRO DE VULNERÁVEL,1,0,1,1,2,1,1,1,2,3,1,1,15
TOTAL DE ROUBO - OUTROS (1),83,93,101,105,111,101,78,89,88,76,70,74,1069
ROUBO - OUTROS,81,90,99,105,110,101,78,89,87,75,70,71,1056
ROUBO DE VEÍCULO,16,13,19,14,8,15,20,15,8,21,19,32,200
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,3,2,0,1,0,0,0,1,1,0,3,13
FURTO - OUTROS,93,66,94,88,111,100,103,102,118,86,94,110,1165
FURTO DE VEÍCULO,19,8,23,13,10,13,17,16,17,12,13,16,177
