Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,1,1,0,0,0,0,0,0,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,1,1,0,0,0,0,0,0,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,1,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,1,0,1
TENTATIVA DE HOMICÍDIO,0,0,0,1,1,0,1,1,0,0,0,1,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,23,19,25,22,19,32,21,30,27,27,31,27,303
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,15,16,11,16,16,11,10,11,20,10,14,162
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,2,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),3,3,2,1,1,2,2,1,0,3,1,1,20
ESTUPRO,0,2,1,0,0,1,1,1,0,1,0,0,7
ESTUPRO DE VULNERÁVEL,3,1,1,1,1,1,1,0,0,2,1,1,13
TOTAL DE ROUBO - OUTROS (1),146,126,122,129,161,103,136,125,112,191,137,167,1655
ROUBO - OUTROS,142,124,118,122,158,101,132,122,107,186,135,163,1610
ROUBO DE VEÍCULO,5,5,4,9,7,6,13,5,1,5,6,7,73
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,2,4,7,3,2,4,3,5,5,2,4,45
FURTO - OUTROS,350,310,428,398,418,361,382,368,452,416,395,405,4683
FURTO DE VEÍCULO,42,55,78,50,53,52,54,47,59,62,51,39,642
