Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,1,0,0,0,1,2,1,1,0,7
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,1,0,0,0,2,3,1,1,0,9
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,0,0,0,0,1,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,1,0,0,3,1,0,2,1,8
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,29,21,23,25,30,23,18,16,11,15,19,15,245
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,5,3,6,6,4,3,7,6,5,6,8,63
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,0,0,0,1,2,1,0,1,6
LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,1,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),0,0,4,3,2,2,1,2,3,1,1,4,23
ESTUPRO,0,0,2,1,0,1,0,0,1,0,1,1,7
ESTUPRO DE VULNERÁVEL,0,0,2,2,2,1,1,2,2,1,0,3,16
TOTAL DE ROUBO - OUTROS (1),74,67,108,94,80,77,65,100,95,94,99,101,1054
ROUBO - OUTROS,71,65,107,94,79,77,65,100,93,94,99,100,1044
ROUBO DE VEÍCULO,19,14,10,12,11,9,7,12,9,16,18,17,154
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,2,1,0,1,0,0,0,2,0,0,1,10
FURTO - OUTROS,78,77,81,89,90,80,85,88,98,93,91,92,1042
FURTO DE VEÍCULO,20,5,6,11,6,13,9,7,13,12,11,15,128
