Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,2,2,0,0,0,1,0,0,0,1,1,7
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,2,0,0,0,1,0,0,0,1,1,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,1,0,1,0,0,0,1,1,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,1,1,0,0,2,1,0,0,0,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,22,21,39,35,35,27,33,40,31,26,32,35,376
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,4,10,12,17,12,15,12,8,8,6,10,125
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,0,0,1,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),4,7,4,5,6,5,2,3,3,3,6,2,50
ESTUPRO,1,2,1,0,1,2,0,2,0,0,2,1,12
ESTUPRO DE VULNERÁVEL,3,5,3,5,5,3,2,1,3,3,4,1,38
TOTAL DE ROUBO - OUTROS (1),127,107,155,134,125,129,140,185,156,181,163,143,1745
ROUBO - OUTROS,127,105,153,133,125,127,139,184,154,181,158,142,1728
ROUBO DE VEÍCULO,34,24,38,24,25,16,25,17,32,31,35,29,330
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,2,2,1,0,2,1,1,2,0,5,1,17
FURTO - OUTROS,131,104,158,129,129,141,111,139,109,111,114,146,1522
FURTO DE VEÍCULO,69,61,69,69,76,74,61,67,90,91,113,73,913
