Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,0,0,0,0,0,0,0,1,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,0,0,0,0,0,0,0,1,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,1,3,1,0,0,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,1,1,0,0,1,2,0,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,23,29,17,26,24,29,17,26,31,19,18,277
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,1,8,8,12,17,12,16,12,14,19,13,140
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,0,0
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,0,0,6,2,2,1,1,1,2,2,19
ESTUPRO,0,2,0,0,2,1,0,0,1,0,1,0,7
ESTUPRO DE VULNERÁVEL,0,0,0,0,4,1,2,1,0,1,1,2,12
TOTAL DE ROUBO - OUTROS (1),70,66,99,87,82,89,100,108,65,107,93,72,1038
ROUBO - OUTROS,69,65,98,84,82,87,93,106,64,105,92,69,1014
ROUBO DE VEÍCULO,8,5,17,15,10,17,9,15,9,18,20,13,156
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,1,3,0,2,7,2,1,2,1,3,24
FURTO - OUTROS,124,114,182,127,147,121,139,128,138,176,132,131,1659
FURTO DE VEÍCULO,54,63,87,101,75,85,89,99,102,115,91,72,1033
