Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,0,0,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,0,0,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,1,1,0,0,1,0,2,0,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,1,0,1,0,1,0,0,0,1,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,44,55,60,32,51,30,25,21,17,21,25,25,406
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,14,17,5,17,10,19,18,17,21,29,20,196
LESÃO CORPORAL CULPOSA - OUTRAS,1,2,2,0,1,0,2,2,1,4,0,1,16
LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,1,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),2,0,1,2,1,1,2,0,0,1,0,2,12
ESTUPRO,1,0,0,1,1,0,1,0,0,0,0,1,5
ESTUPRO DE VULNERÁVEL,1,0,1,1,0,1,1,0,0,1,0,1,7
TOTAL DE ROUBO - OUTROS (1),159,150,151,136,138,122,110,127,120,182,142,149,1686
ROUBO - OUTROS,158,149,150,134,135,118,109,126,120,181,142,147,1669
ROUBO DE VEÍCULO,13,16,37,20,34,21,39,24,32,45,41,40,362
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,1,2,3,4,1,1,0,1,0,2,17
FURTO - OUTROS,221,212,329,262,273,256,255,257,254,270,263,257,3109
FURTO DE VEÍCULO,16,16,27,27,18,23,24,26,17,40,36,35,305
