Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,1,1,3,1,0,2,0,2,0,0,11
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,1,2,3,1,0,2,0,2,0,0,12
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,2,1,2,3,0,1,0,1,11
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,2,1,0,1,1,2,3,1,0,0,0,11
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,36,23,28,36,42,44,40,45,47,47,46,38,472
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,8,17,5,15,10,18,16,18,18,17,16,169
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,3,1,2,0,1,8
LATROCÍNIO,0,1,0,0,0,0,0,0,1,0,1,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,1,0,1,0,3
TOTAL DE ESTUPRO (4),1,4,6,5,4,9,6,8,4,5,5,4,61
ESTUPRO,0,1,1,0,1,1,1,3,0,1,0,0,9
ESTUPRO DE VULNERÁVEL,1,3,5,5,3,8,5,5,4,4,5,4,52
TOTAL DE ROUBO - OUTROS (1),259,216,278,269,253,259,199,238,235,269,245,221,2941
ROUBO - OUTROS,238,211,262,257,232,244,196,229,225,254,243,214,2805
ROUBO DE VEÍCULO,58,50,64,45,55,42,43,56,50,62,50,57,632
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,21,5,16,12,21,15,3,9,10,15,2,7,136
FURTO - OUTROS,212,184,249,234,266,271,233,245,190,218,205,195,2702
FURTO DE VEÍCULO,70,69,65,54,66,64,67,61,62,64,69,72,783
