Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,0,0,0,2,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,0,0,0,3,0,0,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,1,1,1,0,0,0,1,1,1,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,24,35,27,20,30,29,35,30,34,26,44,50,384
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,14,4,11,11,7,11,16,17,15,19,10,12,147
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,2,1,1,1,1,1,0,1,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),2,1,4,5,3,1,4,7,1,1,2,2,33
ESTUPRO,0,1,0,1,1,0,1,2,0,1,1,2,10
ESTUPRO DE VULNERÁVEL,2,0,4,4,2,1,3,5,1,0,1,0,23
TOTAL DE ROUBO - OUTROS (1),73,91,82,107,90,74,71,82,123,94,97,103,1087
ROUBO - OUTROS,72,90,80,106,89,73,70,78,118,89,96,101,1062
ROUBO DE VEÍCULO,8,8,4,6,3,5,7,8,4,16,17,3,89
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,2,1,1,1,1,4,5,5,1,2,25
FURTO - OUTROS,160,167,206,178,240,189,182,202,159,181,178,176,2218
FURTO DE VEÍCULO,53,55,73,60,63,65,66,66,54,54,57,51,717
