Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,0,2,0,3,0,1,1,2,0,1,2,13
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,0,2,0,3,0,1,1,2,0,1,2,13
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,0,0,0,0,0,1,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,1,1,3,1,0,2,2,0,11
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,1,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,23,13,31,28,21,44,30,28,33,26,30,32,339
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,6,4,8,11,5,13,4,9,8,6,10,92
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,2,0,1,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,1,2,1,1,0,2,3,4,1,1,0,17
ESTUPRO,1,0,1,1,0,0,1,2,3,0,0,0,9
ESTUPRO DE VULNERÁVEL,0,1,1,0,1,0,1,1,1,1,1,0,8
TOTAL DE ROUBO - OUTROS (1),320,253,315,343,390,443,379,455,393,429,438,506,4664
ROUBO - OUTROS,316,248,309,340,389,442,379,452,390,428,436,503,4632
ROUBO DE VEÍCULO,5,0,5,0,1,2,4,2,2,1,4,4,30
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,4,5,6,3,1,1,0,3,3,1,2,3,32
FURTO - OUTROS,729,643,884,948,982,1000,1106,998,947,1157,1206,1157,11757
FURTO DE VEÍCULO,17,10,14,11,12,10,13,21,13,14,19,14,168
