Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,1,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,1,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,0,0,1,0,0,0,0,0,0,0,2,4
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,2,0,1,0,0,2,0,1,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,32,18,20,25,25,21,25,28,32,40,24,32,322
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,6,8,9,5,11,7,6,12,14,6,0,9,93
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,6,0,1,0,0,0,0,1,0,0,8
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,0,1,2,6,1,1,2,3,6,2,2,27
ESTUPRO,0,0,0,1,2,0,1,1,0,0,1,1,7
ESTUPRO DE VULNERÁVEL,1,0,1,1,4,1,0,1,3,6,1,1,20
TOTAL DE ROUBO - OUTROS (1),146,90,111,95,96,78,93,108,98,103,111,136,1265
ROUBO - OUTROS,145,90,110,95,94,78,93,107,96,103,110,135,1256
ROUBO DE VEÍCULO,12,7,12,9,15,12,10,14,19,12,12,17,151
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,1,0,2,0,0,1,2,0,1,1,9
FURTO - OUTROS,187,130,195,190,211,210,167,225,168,214,217,219,2333
FURTO DE VEÍCULO,21,24,37,17,25,20,19,26,19,22,31,30,291
