Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),3,2,4,0,4,1,6,2,4,1,3,1,31
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),4,2,5,0,7,1,6,2,4,1,3,1,36
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,1,0,0,1,2,0,1,0,2,1,10
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,4,3,1,0,2,0,1,2,2,0,15
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL DOLOSA,20,36,41,41,35,39,98,49,57,68,55,54,593
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,15,23,12,16,13,25,22,18,29,15,22,225
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,0,0,1,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),4,6,3,4,3,1,1,5,4,7,7,6,51
ESTUPRO,2,2,2,0,0,0,0,0,2,2,2,1,13
ESTUPRO DE VULNERÁVEL,2,4,1,4,3,1,1,5,2,5,5,5,38
TOTAL DE ROUBO - OUTROS (1),329,302,270,232,288,360,327,302,287,385,339,327,3748
ROUBO - OUTROS,327,300,270,226,281,357,323,301,282,383,334,323,3707
ROUBO DE VEÍCULO,20,25,30,24,34,37,20,26,25,43,43,42,369
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,2,2,0,6,7,3,4,1,5,2,5,4,41
FURTO - OUTROS,200,197,256,220,225,255,204,299,219,243,216,212,2746
FURTO DE VEÍCULO,32,33,46,46,34,44,41,36,40,50,45,38,485
