Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,1,2,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,1,2,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,1,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,21,12,26,34,14,57,22,24,20,27,34,29,320
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,4,2,5,4,8,8,7,13,10,10,8,5,84
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,0,2,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,1,0,1,0,4,1,0,1,1,9
ESTUPRO,0,0,0,0,0,0,0,4,0,0,0,1,5
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,1,0,0,1,0,1,0,4
TOTAL DE ROUBO - OUTROS (1),87,74,81,98,82,106,74,73,121,104,108,108,1116
ROUBO - OUTROS,87,74,81,98,82,106,74,73,121,104,108,108,1116
ROUBO DE VEÍCULO,2,0,2,1,4,6,3,4,4,3,6,3,38
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,0,0,0,0,0,0,0,0,0,0,0
FURTO - OUTROS,187,193,288,341,295,283,270,339,295,302,294,296,3383
FURTO DE VEÍCULO,29,35,45,31,37,32,39,40,52,54,51,40,485
