Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,10,9,5,12,13,9,6,12,11,19,8,10,124
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,5,3,4,7,4,7,6,6,4,6,3,58
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,3,5,0,0,1,0,0,1,0,1,13
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,3,1,1,0,1,0,1,2,0,0,0,10
ESTUPRO,1,1,0,1,0,1,0,0,0,0,0,0,4
ESTUPRO DE VULNERÁVEL,0,2,1,0,0,0,0,1,2,0,0,0,6
TOTAL DE ROUBO - OUTROS (1),20,32,32,41,28,32,20,39,40,36,48,50,418
ROUBO - OUTROS,20,31,30,41,28,32,20,39,40,36,48,50,415
ROUBO DE VEÍCULO,5,3,8,2,9,16,5,5,6,3,2,6,70
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,2,0,0,0,0,0,0,0,0,0,3
FURTO - OUTROS,50,54,67,62,58,62,57,62,84,62,69,54,741
FURTO DE VEÍCULO,51,45,59,45,65,51,57,39,54,63,74,36,639
