Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,0,1,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,0,1,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,1,1,0,1,3,0,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,2,0,0,0,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,11,14,25,24,13,20,28,17,25,29,32,22,260
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,2,3,3,2,7,10,4,8,7,3,5,56
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,2,1,0,0,1,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),2,2,0,0,2,1,2,1,2,0,1,1,14
ESTUPRO,1,2,0,0,1,0,0,0,0,0,0,0,4
ESTUPRO DE VULNERÁVEL,1,0,0,0,1,1,2,1,2,0,1,1,10
TOTAL DE ROUBO - OUTROS (1),78,54,82,105,83,85,91,82,87,112,102,80,1041
ROUBO - OUTROS,78,54,81,104,82,83,90,82,87,112,100,79,1032
ROUBO DE VEÍCULO,6,2,16,7,9,9,11,15,12,17,17,15,136
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,1,1,2,1,0,0,0,2,1,9
FURTO - OUTROS,144,166,238,211,362,190,216,315,300,341,209,215,2907
FURTO DE VEÍCULO,21,33,34,44,41,32,31,36,41,40,36,36,425
