Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),1,1,0,0,0,2,1,1,1,1,1,4,13
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),1,1,0,0,0,2,1,1,1,1,1,4,13
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,1,0,0,0,0,0,0,4,0,2,9
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,1,4,1,2,4,2,1,2,1,1,2,23
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,1,0,0,1,0,0,2
LESÃO CORPORAL DOLOSA,69,37,49,19,56,44,73,58,40,51,52,41,589
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,10,13,14,7,13,14,17,17,16,13,16,26,176
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,1,0,0,0,0,1,0,1,1,3,8
LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,1,0,0,0,0,0,0,0,0,0,2
TOTAL DE ESTUPRO (4),4,6,5,6,5,7,3,1,4,6,9,4,60
ESTUPRO,0,2,2,2,0,3,1,0,1,2,3,0,16
ESTUPRO DE VULNERÁVEL,4,4,3,4,5,4,2,1,3,4,6,4,44
TOTAL DE ROUBO - OUTROS (1),286,214,258,247,210,235,257,255,224,242,226,213,2867
ROUBO - OUTROS,279,210,255,243,208,232,255,251,220,235,220,207,2815
ROUBO DE VEÍCULO,14,12,20,13,26,30,20,19,18,27,34,32,265
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,7,4,3,4,2,3,2,4,4,7,6,6,52
FURTO - OUTROS,200,188,230,210,232,179,212,214,196,206,194,237,2498
FURTO DE VEÍCULO,33,28,22,35,26,34,39,38,46,35,29,40,405
