Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,1,2,0,0,0,0,0,0,0,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,1,0,0,1,0,0,0,1,0,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,17,15,20,11,18,19,24,13,14,10,14,22,197
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,5,8,9,10,10,14,17,8,6,9,10,109
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,1,2,1,1,0,1,0,0,0,7
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),1,2,1,0,1,1,2,1,0,3,0,1,13
ESTUPRO,1,0,1,0,0,1,0,0,0,2,0,0,5
ESTUPRO DE VULNERÁVEL,0,2,0,0,1,0,2,1,0,1,0,1,8
TOTAL DE ROUBO - OUTROS (1),119,88,98,131,116,99,105,90,104,133,113,122,1.318
ROUBO - OUTROS,118,87,94,129,111,99,102,89,102,133,111,118,1.293
ROUBO DE VEÍCULO,7,10,5,11,6,7,10,7,4,8,11,14,100
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,1,4,2,5,0,3,1,2,0,2,4,25
FURTO - OUTROS,264,280,348,416,287,280,365,335,291,319,286,324,3.795
FURTO DE VEÍCULO,66,71,94,91,82,85,97,79,76,82,89,60,972
