Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,1,1,1,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,1,1,1,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,1,1,1,1,1,1,2,1,0,10
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,1,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,14,23,30,16,21,29,28,32,32,34,29,22,310
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,7,8,10,5,11,6,4,8,13,13,9,2,96
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,0,0,1,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),2,3,3,3,3,1,3,2,8,7,1,3,39
ESTUPRO,0,1,1,1,1,0,1,0,3,2,0,1,11
ESTUPRO DE VULNERÁVEL,2,2,2,2,2,1,2,2,5,5,1,2,28
TOTAL DE ROUBO - OUTROS (1),97,75,110,100,99,85,144,157,134,143,115,128,1.387
ROUBO - OUTROS,96,75,107,97,99,84,140,156,134,142,114,127,1.371
ROUBO DE VEÍCULO,13,15,21,15,13,8,7,13,16,11,11,24,167
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,3,3,0,1,4,1,0,1,1,1,16
FURTO - OUTROS,115,109,147,144,137,125,133,172,136,132,119,107,1.576
FURTO DE VEÍCULO,55,49,60,67,48,64,58,56,55,59,63,58,692
