Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,0,0,0,0,1,0,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,0,0,0,0,1,0,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,3,0,2,1,1,0,1,0,0,10
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,2,0,0,0,0,0,0,1,0,0,1,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,25,10,10,30,22,22,14,15,23,26,32,30,259
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,8,9,32,11,27,23,18,22,12,15,7,34,218
LESÃO CORPORAL CULPOSA - OUTRAS,0,14,26,5,2,28,0,1,0,0,0,3,79
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,1,1,3,0,3,4,1,3,2,1,1,20
ESTUPRO,0,0,0,1,0,2,2,0,2,1,1,0,9
ESTUPRO DE VULNERÁVEL,0,1,1,2,0,1,2,1,1,1,0,1,11
TOTAL DE ROUBO - OUTROS (1),209,142,168,163,171,160,172,212,178,238,286,277,2.376
ROUBO - OUTROS,208,142,168,163,168,158,170,210,177,232,282,275,2.353
ROUBO DE VEÍCULO,6,13,19,7,18,16,20,23,23,25,38,43,251
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,1,0,0,0,3,2,2,2,1,6,4,2,23
FURTO - OUTROS,291,329,380,343,426,330,345,429,409,401,478,446,4.607
FURTO DE VEÍCULO,34,50,47,56,44,46,45,58,72,67,57,50,626
