Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,2,0,0,1,0,0,0,0,1,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,2,0,0,1,0,0,0,0,1,4
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,1,0,0,0,0,3,2,0,1,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,2,0,1,0,0,0,0,0,2,6
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,33,24,39,35,37,33,28,30,28,27,22,23,359
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,6,5,10,8,15,16,14,12,12,10,5,118
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),5,0,6,1,2,5,1,5,3,2,2,3,35
ESTUPRO,1,0,3,0,0,2,0,1,1,1,1,0,10
ESTUPRO DE VULNERÁVEL,4,0,3,1,2,3,1,4,2,1,1,3,25
TOTAL DE ROUBO - OUTROS (1),93,94,99,133,113,102,92,114,121,127,123,125,1.336
ROUBO - OUTROS,90,93,98,131,109,100,92,111,120,126,123,125,1.318
ROUBO DE VEÍCULO,16,14,16,17,14,11,18,9,11,15,12,18,171
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,1,1,2,4,2,0,3,1,1,0,0,18
FURTO - OUTROS,126,120,178,172,149,159,166,151,170,172,155,157,1.875
FURTO DE VEÍCULO,21,27,39,30,21,42,27,31,41,49,35,34,397
