Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,2,0,1,0,0,2,2,0,0,0,0,7
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,2,0,0,0,0,0,2
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,14,15,19,21,29,7,13,17,23,16,18,22,214
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,12,9,14,9,4,9,6,12,15,13,16,128
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,1,0,0,0,1,1,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,2,2,1,2,3,3,4,2,1,0,0,20
ESTUPRO,0,1,1,0,1,2,3,1,0,0,0,0,9
ESTUPRO DE VULNERÁVEL,0,1,1,1,1,1,0,3,2,1,0,0,11
TOTAL DE ROUBO - OUTROS (1),103,124,102,95,102,96,87,85,77,88,87,104,1.15
ROUBO - OUTROS,97,118,100,93,100,91,86,84,74,86,85,100,1.114
ROUBO DE VEÍCULO,5,6,7,11,5,9,9,7,7,6,13,7,92
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,6,6,2,2,2,5,1,1,3,2,2,4,36
FURTO - OUTROS,202,233,274,303,339,317,297,296,253,242,244,244,3.244
FURTO DE VEÍCULO,43,42,50,75,49,56,70,30,66,44,53,41,619
