Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),3,1,1,4,0,1,2,2,3,2,1,4,24
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),3,1,1,4,0,1,2,3,3,3,1,4,26
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,2,0,0,1,1,0,1,1,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,3,1,0,5,1,2,1,1,2,5,3,2,26
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,1,0,0,0,0,1,0,0,2
LESÃO CORPORAL DOLOSA,64,51,82,54,70,71,57,45,67,66,66,59,752
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,17,15,12,10,22,27,8,9,20,16,14,15,185
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,1,1,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,1,0,0,0,0,0,0,1,2
TOTAL DE ESTUPRO (4),8,5,9,7,6,6,6,6,7,5,10,4,79
ESTUPRO,4,1,0,2,0,2,3,1,0,1,2,0,16
ESTUPRO DE VULNERÁVEL,4,4,9,5,6,4,3,5,7,4,8,4,63
TOTAL DE ROUBO - OUTROS (1),442,376,437,489,457,505,436,427,408,419,390,479,5.265
ROUBO - OUTROS,425,367,428,479,443,500,423,420,394,405,379,464,5.127
ROUBO DE VEÍCULO,29,34,39,30,33,37,26,30,38,51,51,43,441
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,17,9,9,10,14,5,13,7,14,14,11,15,138
FURTO - OUTROS,183,186,207,251,195,171,208,213,193,189,190,154,2.34
FURTO DE VEÍCULO,32,36,50,33,22,26,25,27,26,22,33,40,372
