Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,0,0,0,1,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,0,0,0,1,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,1,0,0,0,0,2,2,0,2,1,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,2,0,0,1,0,0,0,0,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,10,8,12,12,13,10,13,3,9,13,16,11,130
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,5,7,9,9,10,108,5,12,11,9,8,13,206
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,0,0,0,0,0,1,0,0,0,1
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,1,1,0,1,2,0,3,0,0,2,10
ESTUPRO,0,0,0,1,0,0,1,0,0,0,0,0,2
ESTUPRO DE VULNERÁVEL,0,0,1,0,0,1,1,0,3,0,0,2,8
TOTAL DE ROUBO - OUTROS (1),59,47,48,39,37,36,51,51,61,49,57,57,592
ROUBO - OUTROS,59,47,46,38,35,35,50,51,58,46,56,56,577
ROUBO DE VEÍCULO,5,8,9,1,10,10,9,15,10,13,9,14,113
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,2,1,2,1,1,0,3,3,1,1,15
FURTO - OUTROS,48,65,76,67,77,74,63,92,76,67,76,79,860
FURTO DE VEÍCULO,11,7,9,7,13,12,16,11,12,25,29,22,174
