Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,1,0,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,1,0,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,2,1,1,0,4,1,0,0,1,0,11
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,1,1,1,0,0,0,0,1,1,3,9
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,26,29,28,30,20,21,23,46,15,40,36,25,339
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,22,15,24,9,7,14,15,10,11,8,10,157
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,0,0,2,0,0,0,0,3
LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,1,2
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,1,0,0,0,0,0,0,0,0,1,2
TOTAL DE ESTUPRO (4),3,0,7,3,2,3,5,5,4,3,4,2,41
ESTUPRO,1,0,1,1,2,1,3,0,0,0,1,0,10
ESTUPRO DE VULNERÁVEL,2,0,6,2,0,2,2,5,4,3,3,2,31
TOTAL DE ROUBO - OUTROS (1),84,75,80,107,75,82,105,91,83,90,92,82,1.046
ROUBO - OUTROS,73,67,74,100,64,74,94,87,78,77,84,78,950
ROUBO DE VEÍCULO,15,18,27,24,17,19,25,26,22,29,37,26,285
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,11,8,6,7,11,8,11,4,5,13,8,4,96
FURTO - OUTROS,81,89,139,141,141,114,164,135,99,120,131,91,1.445
FURTO DE VEÍCULO,46,55,78,63,38,51,71,63,47,44,42,46,644
