Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,0,0,3,1,1,0,1,1,2,2,1,14
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,0,0,4,2,1,0,1,1,2,2,1,16
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,0,0,0,0,0,0,0,0,0,0,1
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,2,0,0,1,0,2,1,2,0,0,1,10
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,23,32,29,37,22,34,36,22,23,28,33,50,369
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,15,6,12,18,8,13,8,8,14,5,13,12,132
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,0,1,0,1,0,0,0,1,0,0,3
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),3,2,3,2,3,3,0,6,5,4,2,3,36
ESTUPRO,2,1,0,0,1,0,0,2,3,1,0,0,10
ESTUPRO DE VULNERÁVEL,1,1,3,2,2,3,0,4,2,3,2,3,26
TOTAL DE ROUBO - OUTROS (1),137,126,141,113,95,107,117,133,120,119,134,124,1.466
ROUBO - OUTROS,131,126,136,109,91,95,112,128,120,119,128,121,1.416
ROUBO DE VEÍCULO,35,20,35,32,29,25,21,29,24,40,17,45,352
ROUBO A BANCO,1,0,0,0,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,5,0,5,4,4,12,5,5,0,0,6,3,49
FURTO - OUTROS,115,135,159,154,157,162,120,170,157,184,177,133,1.823
FURTO DE VEÍCULO,41,36,46,50,57,51,56,59,47,81,71,43,638
