Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,1,0,1,0,0,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,1,0,1,0,0,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,2,0,0,0,0,0,1,1,0,1,1,0,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,1,0,0,1,0,0,1,2,0,0,5
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,31,28,40,31,23,20,30,25,17,32,23,26,326
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,13,13,16,19,13,11,19,19,6,11,10,8,158
LESÃO CORPORAL CULPOSA - OUTRAS,3,0,0,0,0,0,0,0,0,0,0,0,3
LATROCÍNIO,1,0,0,0,1,0,0,0,0,1,0,0,3
Nº DE VÍTIMAS EM LATROCÍNIO,1,0,0,0,1,0,0,0,0,1,0,0,3
TOTAL DE ESTUPRO (4),3,1,3,4,1,2,3,2,1,2,3,2,27
ESTUPRO,0,0,0,1,0,2,1,0,0,0,1,0,5
ESTUPRO DE VULNERÁVEL,3,1,3,3,1,0,2,2,1,2,2,2,22
TOTAL DE ROUBO - OUTROS (1),58,65,59,65,36,62,42,57,55,63,63,48,673
ROUBO - OUTROS,58,64,58,63,34,61,42,57,54,63,62,46,662
ROUBO DE VEÍCULO,5,14,12,5,6,5,4,6,7,5,18,7,94
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,1,2,2,1,0,0,1,0,1,2,11
FURTO - OUTROS,102,113,122,132,127,137,151,145,119,146,129,121,1.544
FURTO DE VEÍCULO,25,24,35,31,38,58,37,57,39,31,45,50,470
