Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,1,1,0,0,0,0,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,1,1,0,0,0,0,3
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,1,0,1,0,0,0,0,1,3
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,1,0,0,2
LESÃO CORPORAL SEGUIDA DE MORTE,0,1,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,12,7,20,16,11,15,21,25,15,28,15,12,197
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,2,6,11,6,12,6,9,16,13,7,7,4,99
LESÃO CORPORAL CULPOSA - OUTRAS,1,0,0,0,0,2,0,0,1,1,0,0,5
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,0,0,0,3,0,0,2,3,2,1,1,13
ESTUPRO,0,0,0,0,1,0,0,1,1,1,0,0,4
ESTUPRO DE VULNERÁVEL,1,0,0,0,2,0,0,1,2,1,1,1,9
TOTAL DE ROUBO - OUTROS (1),55,61,68,73,57,76,61,74,50,65,65,60,765
ROUBO - OUTROS,51,59,66,72,54,68,58,72,49,63,65,59,736
ROUBO DE VEÍCULO,10,9,17,7,15,7,16,10,11,11,8,13,134
ROUBO A BANCO,0,0,0,0,1,0,0,0,0,0,0,0,1
ROUBO DE CARGA,4,2,2,1,2,8,3,2,1,2,0,1,28
FURTO - OUTROS,103,98,131,112,123,117,151,129,122,142,144,142,1.514
FURTO DE VEÍCULO,53,50,60,54,72,71,50,63,68,71,69,48,729
