Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,1,2,1,0,2,0,1,0,8
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,1,0,2,0,1,4
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,18,9,14,9,19,27,16,9,12,17,11,10,171
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,6,22,9,10,18,12,3,16,7,5,12,129
LESÃO CORPORAL CULPOSA - OUTRAS,0,3,0,1,1,4,1,0,0,1,5,0,16
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),0,0,0,1,0,1,0,2,1,2,1,0,8
ESTUPRO,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTUPRO DE VULNERÁVEL,0,0,0,1,0,1,0,2,1,2,0,0,7
TOTAL DE ROUBO - OUTROS (1),82,66,77,102,66,80,82,90,86,100,101,129,1.061
ROUBO - OUTROS,79,63,76,101,66,79,80,90,84,100,98,126,1.042
ROUBO DE VEÍCULO,15,10,13,8,17,4,16,18,11,16,20,24,172
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,3,3,1,1,0,1,2,0,2,0,3,3,19
FURTO - OUTROS,142,95,129,121,157,118,148,164,131,127,171,148,1.651
FURTO DE VEÍCULO,29,17,47,34,42,39,40,30,44,73,67,44,506
