Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,1,2,1,0,1,2,1,0,0,0,1,9
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,1,2,1,0,1,2,1,0,0,0,1,9
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,0,0,2,1,0,0,0,0,5
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,1,0,0,0,0,2,0,1,0,3,0,7
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,1,1
LESÃO CORPORAL DOLOSA,38,40,43,34,46,29,39,31,30,40,36,36,442
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,5,15,11,12,7,4,8,10,18,4,15,118
LESÃO CORPORAL CULPOSA - OUTRAS,0,1,0,0,1,0,0,0,0,1,1,0,4
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,2,7,2,3,2,6,3,2,3,7,3,41
ESTUPRO,1,1,2,1,1,0,1,1,1,1,3,0,13
ESTUPRO DE VULNERÁVEL,0,1,5,1,2,2,5,2,1,2,4,3,28
TOTAL DE ROUBO - OUTROS (1),84,64,100,87,77,85,91,103,115,105,109,102,1.122
ROUBO - OUTROS,84,64,98,86,75,84,90,101,114,104,107,99,1.106
ROUBO DE VEÍCULO,7,8,8,10,10,14,17,10,16,17,15,18,150
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,2,1,2,1,1,2,1,1,2,3,16
FURTO - OUTROS,158,158,246,172,193,153,170,183,155,210,188,189,2.175
FURTO DE VEÍCULO,47,60,77,63,58,57,58,50,43,91,82,61,747
