Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,0,1,0,0,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,0,1,0,0,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,0,0,0,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,2,0,0,3
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,48,14,48,35,5,40,37,23,8,37,26,32,353
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,13,7,15,5,5,12,13,9,19,14,14,135
LESÃO CORPORAL CULPOSA - OUTRAS,1,9,10,0,18,0,1,1,1,9,2,1,53
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,1,1
TOTAL DE ESTUPRO (4),2,2,1,1,1,0,3,1,0,4,0,2,17
ESTUPRO,0,1,1,0,0,0,2,0,0,2,0,1,7
ESTUPRO DE VULNERÁVEL,2,1,0,1,1,0,1,1,0,2,0,1,10
TOTAL DE ROUBO - OUTROS (1),123,147,161,181,147,152,145,188,165,189,170,170,1.938
ROUBO - OUTROS,123,147,160,179,147,150,142,187,164,189,170,168,1.926
ROUBO DE VEÍCULO,10,13,29,22,24,17,20,20,39,28,38,46,306
ROUBO A BANCO,0,0,0,1,0,0,0,0,0,0,0,0,1
ROUBO DE CARGA,0,0,1,1,0,2,3,1,1,0,0,2,11
FURTO - OUTROS,258,186,264,286,335,289,309,319,275,301,303,282,3.407
FURTO DE VEÍCULO,56,56,75,52,68,78,64,56,80,61,66,44,756
