Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,2,2,0,0,0,1,0,0,0,1,1,7
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,2,2,0,0,0,1,0,0,0,1,1,7
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,1,1,0,1,0,1,0,0,0,1,1,6
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,0,1,1,0,0,2,1,0,0,0,0,6
LESÃO CORPORAL SEGUIDA DE MORTE,1,0,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL DOLOSA,22,21,39,35,35,27,33,40,31,26,32,35,376
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,11,4,10,12,17,12,15,12,8,8,6,10,125
LESÃO CORPORAL CULPOSA - OUTRAS,0,0,1,0,0,0,0,0,0,1,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),4,7,4,5,7,4,2,3,3,3,6,2,50
ESTUPRO,1,2,1,0,2,2,0,2,0,0,2,1,13
ESTUPRO DE VULNERÁVEL,3,5,3,5,5,2,2,1,3,3,4,1,37
TOTAL DE ROUBO - OUTROS (1),129,108,154,134,120,129,138,198,159,182,164,148,1.763
ROUBO - OUTROS,129,106,152,133,120,126,137,197,157,182,159,147,1.745
ROUBO DE VEÍCULO,32,25,33,24,23,16,29,17,33,29,35,30,326
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,2,2,1,0,3,1,1,2,0,5,1,18
FURTO - OUTROS,133,108,154,129,125,142,120,147,109,110,114,149,1.54
FURTO DE VEÍCULO,69,62,67,69,74,74,50,58,90,92,115,72,892
