Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,1,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,1,0,0,0,0,0,0,0,1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,0,0,0,0,0,0,0,0,0,1,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,10,9,5,12,13,9,6,12,11,19,8,10,124
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3,5,3,4,7,4,7,6,6,4,6,3,58
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,3,5,0,0,1,0,0,1,0,1,13
LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL DE ESTUPRO (4),1,3,1,1,0,0,0,1,2,0,0,0,9
ESTUPRO,1,1,0,1,0,0,0,0,0,0,0,0,3
ESTUPRO DE VULNERÁVEL,0,2,1,0,0,0,0,1,2,0,0,0,6
TOTAL DE ROUBO - OUTROS (1),21,31,30,41,28,30,21,36,37,36,44,49,404
ROUBO - OUTROS,21,31,29,41,28,30,21,36,37,36,44,49,403
ROUBO DE VEÍCULO,4,3,7,2,9,14,4,4,6,4,2,6,65
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,0,1,0,0,0,0,0,0,0,0,0,1
FURTO - OUTROS,50,53,69,62,55,67,82,58,82,62,63,54,757
FURTO DE VEÍCULO,51,44,54,45,58,43,48,28,51,60,67,35,584
