Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),2,2,0,0,0,0,1,1,1,0,0,2,9
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),2,2,0,0,0,0,1,1,1,0,0,2,9
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,1,1,3,2,1,1,4,2,4,4,4,0,27
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,0,0,0,0,0,0,0
TENTATIVA DE HOMICÍDIO,1,4,1,1,0,2,3,0,0,2,1,1,16
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,48,56,38,32,65,40,78,24,39,46,41,64,571
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,12,15,15,7,23,12,16,25,25,14,12,18,194
LESÃO CORPORAL CULPOSA - OUTRAS,1,1,0,0,0,0,0,0,0,0,0,0,2
LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,0,0,0,0,0,0,0,1,0,0,0,1
TOTAL DE ESTUPRO (4),6,3,8,7,5,2,8,10,7,6,10,3,75
ESTUPRO,2,0,2,1,2,1,3,1,3,2,2,0,19
ESTUPRO DE VULNERÁVEL,4,3,6,6,3,1,5,9,4,4,8,3,56
TOTAL DE ROUBO - OUTROS (1),149,130,146,146,178,133,145,187,186,173,167,195,1.935
ROUBO - OUTROS,135,117,128,125,160,123,135,180,175,159,154,182,1.773
ROUBO DE VEÍCULO,18,19,37,27,30,31,35,33,43,32,42,44,391
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,14,13,18,21,18,10,10,7,11,14,13,13,162
FURTO - OUTROS,152,132,141,170,196,175,190,158,138,128,140,144,1.864
FURTO DE VEÍCULO,28,36,41,35,32,29,35,38,34,29,22,27,386
