Ocorrencia,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total
HOMICÍDIO DOLOSO (2),0,0,0,0,0,0,0,1,0,0,0,1,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0,0,0,0,0,0,0,1,0,0,0,1,2
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0,0,0,0,0,0,0,0,0,0,0,0,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0,0,0,1,0,0,1,0,0,0,0,0,2
HOMICÍDIO CULPOSO OUTROS,0,0,0,0,0,0,1,0,0,0,0,0,1
TENTATIVA DE HOMICÍDIO,1,0,0,0,0,0,0,0,0,0,0,0,1
LESÃO CORPORAL SEGUIDA DE MORTE,0,0,0,0,0,0,0,0,0,0,0,0,0
LESÃO CORPORAL DOLOSA,46,17,57,17,44,38,26,19,17,15,18,23,337
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,4,15,17,13,8,13,9,13,12,17,15,145
LESÃO CORPORAL CULPOSA - OUTRAS,0,2,1,2,1,0,1,2,0,0,2,1,12
LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
Nº DE VÍTIMAS EM LATROCÍNIO,0,1,0,0,0,0,0,0,0,0,0,0,1
TOTAL DE ESTUPRO (4),2,1,1,2,0,0,0,0,3,2,1,0,12
ESTUPRO,1,0,0,1,0,0,0,0,2,1,1,0,6
ESTUPRO DE VULNERÁVEL,1,1,1,1,0,0,0,0,1,1,0,0,6
TOTAL DE ROUBO - OUTROS (1),110,137,190,144,147,121,153,158,138,168,184,167,1.817
ROUBO - OUTROS,110,136,189,142,145,119,152,157,137,166,184,165,1.802
ROUBO DE VEÍCULO,6,12,14,8,10,10,10,6,12,19,11,11,129
ROUBO A BANCO,0,0,0,0,0,0,0,0,0,0,0,0,0
ROUBO DE CARGA,0,1,1,2,2,2,1,1,1,2,0,2,15
FURTO - OUTROS,194,210,268,271,265,258,213,275,255,305,302,288,3.104
FURTO DE VEÍCULO,28,20,30,29,23,26,24,41,39,45,32,27,364
